sample_index,rules,n_satisfied_reqs,pred_req_0,real_req_0,pred_req_1,real_req_1,pred_req_2,real_req_2,pred_req_3,real_req_3
521,b'smoke intensity' <= 22.73; b'illuminance' > 79.46; b'obstacle size' > 26.12; b'image resolution' > 58.97; b'power' > 53.00; b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; b'controls responsiveness' > 81.26; b'obstacle distance' > 30.09,2,1,1,1,1,0,0,0,0
526,b'firm obstacle' = 0.0; b'controls responsiveness' > 81.26; b'cruise speed' <= 57.30; b'image resolution' > 58.97; b'obstacle distance' <= 72.25; b'controls responsiveness' > 81.26; b'obstacle size' <= 26.12; b'image resolution' > 58.97; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'power' > 31.00,2,0,0,1,1,0,0,1,1
531,b'illuminance' > 79.46; b'obstacle size' > 75.32; b'smoke intensity' <= 67.44; b'obstacle distance' <= 30.09; 38.48 < b'controls responsiveness' <= 81.26; 53.00 < b'power' <= 76.75; b'cruise speed' > 18.23; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'illuminance' > 56.79; b'power' > 31.00; b'image resolution' <= 80.15; b'obstacle size' > 26.12; b'smoke intensity' > 22.73,2,1,1,1,1,0,0,0,0
532,b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; 30.09 < b'obstacle distance' <= 72.25; b'obstacle size' <= 26.12; b'image resolution' > 80.15; b'obstacle distance' > 51.10; 18.23 < b'cruise speed' <= 36.77; 56.79 < b'illuminance' <= 79.46; 38.48 < b'controls responsiveness' <= 81.26; b'power' > 76.75,2,0,0,1,1,0,0,1,1
535,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; 51.10 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 67.44; 58.97 < b'image resolution' <= 80.15; b'power' > 31.00; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; 26.12 < b'obstacle size' <= 75.32; b'obstacle distance' > 51.10; b'firm obstacle' = 1.0; b'image resolution' > 58.97; b'obstacle distance' > 51.10; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48,4,1,1,1,1,1,1,1,1
538,b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'image resolution' > 58.97; b'illuminance' > 56.79; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; 30.09 < b'obstacle distance' <= 51.10; b'illuminance' > 56.79; b'illuminance' > 56.79; b'image resolution' > 80.15; 53.00 < b'power' <= 76.75; b'obstacle distance' > 30.09; 18.23 < b'cruise speed' <= 36.77; b'smoke intensity' <= 45.55,3,1,1,1,1,0,1,1,1
540,b'firm obstacle' = 1.0; 22.73 < b'smoke intensity' <= 67.44; b'image resolution' > 80.15; b'illuminance' > 36.76; b'cruise speed' <= 36.77; 51.10 < b'obstacle distance' <= 72.25; 36.76 < b'illuminance' <= 79.46; 45.55 < b'smoke intensity' <= 67.44; b'obstacle size' <= 26.12; b'image resolution' > 36.34; 53.00 < b'power' <= 76.75; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'illuminance' > 36.76; b'obstacle distance' > 51.10; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'cruise speed' <= 36.77; b'image resolution' > 36.34; b'illuminance' > 36.76; b'power' > 31.00; b'obstacle distance' > 51.10,4,1,1,1,1,1,1,1,1
542,b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'image resolution' > 36.34; b'illuminance' > 36.76; b'obstacle distance' <= 51.10; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 81.26; b'obstacle distance' > 30.09,2,1,1,1,1,0,0,0,0
543,b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'obstacle distance' <= 72.25; b'image resolution' > 58.97; b'controls responsiveness' > 60.79; b'obstacle size' <= 26.12; b'image resolution' > 80.15; b'cruise speed' <= 36.77; b'illuminance' > 36.76; b'smoke intensity' <= 22.73,2,0,0,1,1,0,0,1,1
544,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'obstacle distance' <= 72.25; b'cruise speed' <= 36.77; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26; b'illuminance' > 79.46; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 18.23; b'image resolution' > 36.34; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'controls responsiveness' > 81.26; b'obstacle size' <= 75.32; b'cruise speed' <= 57.30; b'illuminance' > 56.79,4,1,1,1,1,1,1,1,1
545,b'image resolution' > 58.97; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'power' > 53.00; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26,2,1,1,1,1,0,0,0,0
550,b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09; b'controls responsiveness' > 60.79; b'obstacle distance' > 72.25; b'obstacle size' <= 75.32; b'image resolution' > 36.34; 56.79 < b'illuminance' <= 79.46; b'cruise speed' <= 57.30; b'power' > 53.00,2,0,0,1,1,0,0,1,1
551,b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'obstacle size' > 26.12; b'illuminance' > 36.76; b'image resolution' > 58.97; b'obstacle distance' <= 51.10; b'controls responsiveness' > 38.48; b'cruise speed' <= 57.30; 58.97 < b'image resolution' <= 80.15; 36.76 < b'illuminance' <= 56.79; b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; 58.97 < b'image resolution' <= 80.15; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'cruise speed' <= 57.30; b'illuminance' > 36.76,4,1,1,1,1,1,1,1,1
553,b'illuminance' > 56.79; b'image resolution' > 58.97; b'smoke intensity' <= 67.44; b'obstacle size' > 50.21; b'obstacle distance' <= 72.25; b'cruise speed' <= 57.30; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'smoke intensity' > 45.55; b'image resolution' > 58.97; b'obstacle size' > 50.21; b'illuminance' > 36.76; b'cruise speed' <= 57.30; b'illuminance' > 56.79; b'obstacle size' <= 75.32; b'image resolution' > 36.34,3,1,1,1,1,0,0,1,1
555,b'image resolution' > 80.15; b'smoke intensity' <= 45.55; b'obstacle size' > 26.12; b'illuminance' > 56.79; b'power' > 31.00; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'illuminance' > 56.79,2,1,1,1,1,0,0,0,0
556,b'firm obstacle' = 0.0; 60.79 < b'controls responsiveness' <= 81.26; b'obstacle distance' > 30.09; 58.97 < b'image resolution' <= 80.15; 26.12 < b'obstacle size' <= 75.32; b'power' > 31.00; b'smoke intensity' <= 67.44; b'obstacle size' <= 50.21; b'obstacle distance' > 72.25; 60.79 < b'controls responsiveness' <= 81.26; b'image resolution' > 58.97; 31.00 < b'power' <= 53.00; b'smoke intensity' <= 67.44,2,0,0,1,1,0,0,1,1
558,b'firm obstacle' = 1.0; b'obstacle size' > 75.32; b'image resolution' > 80.15; b'smoke intensity' <= 67.44; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26; 51.10 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'controls responsiveness' > 81.26; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'image resolution' > 80.15; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'controls responsiveness' > 81.26; b'image resolution' > 58.97; b'obstacle distance' > 51.10; 36.76 < b'illuminance' <= 79.46; b'cruise speed' <= 57.30,4,1,1,1,1,1,1,1,1
560,b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'image resolution' > 80.15; 30.09 < b'obstacle distance' <= 72.25; b'cruise speed' <= 36.77; b'controls responsiveness' <= 81.26; b'power' <= 76.75; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'smoke intensity' <= 22.73,2,1,1,1,1,0,0,0,0
562,b'image resolution' > 58.97; b'illuminance' > 79.46; b'smoke intensity' <= 67.44; b'obstacle size' > 26.12; b'obstacle distance' <= 72.25; b'cruise speed' <= 57.30; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; 30.09 < b'obstacle distance' <= 51.10,2,1,0,1,1,0,0,0,0
563,b'illuminance' > 56.79; 36.34 < b'image resolution' <= 80.15; 50.21 < b'obstacle size' <= 75.32; 30.09 < b'obstacle distance' <= 72.25; 18.23 < b'cruise speed' <= 36.77; 31.00 < b'power' <= 53.00; b'controls responsiveness' > 60.79; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79,2,1,1,1,1,0,0,0,0
565,b'power' > 53.00; 38.48 < b'controls responsiveness' <= 60.79; b'obstacle size' <= 50.21; 36.34 < b'image resolution' <= 80.15; 22.73 < b'smoke intensity' <= 45.55; b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'controls responsiveness' > 38.48; b'power' > 31.00; b'smoke intensity' <= 45.55,2,0,0,1,1,0,0,1,1
566,b'firm obstacle' = 0.0; b'controls responsiveness' > 38.48; b'power' > 76.75; b'obstacle distance' > 51.10; 38.48 < b'controls responsiveness' <= 81.26; b'obstacle distance' > 72.25; b'obstacle size' <= 75.32; 56.79 < b'illuminance' <= 79.46; b'smoke intensity' <= 22.73; b'power' > 76.75,2,0,0,1,1,0,0,1,1
568,b'firm obstacle' = 1.0; b'obstacle size' > 75.32; b'smoke intensity' <= 67.44; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'image resolution' > 36.34; 18.23 < b'cruise speed' <= 57.30; b'obstacle distance' > 51.10; b'smoke intensity' <= 45.55; 53.00 < b'power' <= 76.75,2,1,1,0,0,0,0,1,1
569,b'firm obstacle' = 0.0; b'controls responsiveness' > 81.26; b'cruise speed' <= 36.77; b'obstacle distance' <= 72.25; b'controls responsiveness' > 38.48; b'obstacle size' <= 26.12; b'image resolution' > 80.15; b'cruise speed' <= 18.23; b'obstacle distance' > 51.10; b'smoke intensity' <= 22.73; b'power' > 76.75,2,0,0,1,1,0,0,1,1
570,b'firm obstacle' = 1.0; b'image resolution' > 36.34; b'illuminance' > 56.79; 18.23 < b'cruise speed' <= 57.30; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 57.30; b'obstacle distance' > 51.10; b'illuminance' > 56.79; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30,3,1,1,0,0,1,1,1,1
571,b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; 60.79 < b'controls responsiveness' <= 81.26; b'obstacle size' <= 50.21; b'obstacle distance' > 72.25; b'illuminance' > 36.76; b'smoke intensity' <= 67.44; b'image resolution' > 36.34; b'cruise speed' <= 36.77,2,0,0,1,1,0,0,1,1
572,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'image resolution' > 80.15; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'obstacle distance' > 72.25; b'image resolution' > 80.15; b'power' > 53.00; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'image resolution' > 80.15; b'power' > 53.00; b'smoke intensity' <= 67.44,3,1,1,0,0,1,1,1,1
574,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'image resolution' > 58.97; b'obstacle size' > 26.12; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'image resolution' > 80.15; b'controls responsiveness' > 38.48; b'illuminance' > 36.76,3,1,1,0,0,1,1,1,1
575,b'illuminance' > 56.79; b'smoke intensity' <= 45.55; b'obstacle size' > 50.21; b'image resolution' > 58.97; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09,2,1,1,1,1,0,0,0,0
576,b'firm obstacle' = 1.0; 18.23 < b'cruise speed' <= 36.77; b'obstacle distance' <= 72.25; b'illuminance' > 36.76; b'controls responsiveness' <= 81.26; b'image resolution' > 58.97; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'illuminance' > 79.46; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'illuminance' > 79.46; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'controls responsiveness' > 60.79; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 60.79; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09,4,1,1,1,1,1,1,1,1
578,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'illuminance' > 56.79; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 79.46; b'obstacle distance' > 30.09; b'power' > 53.00; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'image resolution' > 58.97; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'cruise speed' <= 57.30; b'image resolution' > 58.97,4,1,1,1,1,1,1,1,1
579,b'illuminance' > 79.46; b'smoke intensity' <= 45.55; b'obstacle size' > 50.21; b'image resolution' > 36.34; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'obstacle size' <= 75.32; b'illuminance' > 79.46; b'controls responsiveness' > 81.26; b'image resolution' > 36.34; b'obstacle distance' > 51.10; 22.73 < b'smoke intensity' <= 45.55; b'power' > 76.75; 18.23 < b'cruise speed' <= 57.30,3,1,1,1,1,0,1,1,1
581,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'illuminance' > 56.79; b'cruise speed' <= 36.77; b'illuminance' > 56.79; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 22.73; 50.21 < b'obstacle size' <= 75.32; b'power' <= 76.75; 36.34 < b'image resolution' <= 58.97; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; 30.09 < b'obstacle distance' <= 72.25; b'illuminance' > 79.46; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; 18.23 < b'cruise speed' <= 36.77; b'image resolution' > 36.34; b'illuminance' > 36.76,4,1,1,1,1,1,0,1,1
582,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'smoke intensity' <= 67.44; b'illuminance' > 56.79; b'obstacle size' > 26.12; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'illuminance' > 56.79; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 45.55; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'illuminance' > 36.76; b'obstacle distance' > 51.10; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'cruise speed' <= 36.77; b'illuminance' > 36.76; b'obstacle distance' > 30.09,4,1,1,1,1,1,1,1,1
583,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' > 26.12; b'power' > 31.00; b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'image resolution' > 58.97; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 50.21; b'image resolution' > 36.34; b'illuminance' > 36.76,3,1,1,0,0,1,1,1,1
587,b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'obstacle size' > 26.12; b'smoke intensity' <= 22.73; b'power' > 53.00; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 60.79; b'illuminance' > 56.79,2,1,1,0,0,0,0,1,1
589,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' > 50.21; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; 30.09 < b'obstacle distance' <= 72.25; b'power' > 53.00; b'smoke intensity' <= 67.44; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'image resolution' > 58.97; b'cruise speed' <= 18.23,4,1,1,1,1,1,1,1,1
590,b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'image resolution' > 36.34; b'obstacle distance' <= 51.10; b'illuminance' > 36.76; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; 30.09 < b'obstacle distance' <= 51.10,2,1,1,1,1,0,0,0,0
594,56.79 < b'illuminance' <= 79.46; b'smoke intensity' <= 67.44; b'image resolution' > 58.97; b'obstacle distance' <= 51.10; b'cruise speed' <= 57.30; 31.00 < b'power' <= 53.00; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'smoke intensity' > 45.55; b'power' > 31.00; b'obstacle size' <= 26.12; 56.79 < b'illuminance' <= 79.46; b'image resolution' > 58.97; b'cruise speed' <= 18.23; 31.00 < b'power' <= 76.75; b'smoke intensity' <= 67.44,3,1,1,1,1,0,0,1,1
596,b'cruise speed' <= 18.23; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; 60.79 < b'controls responsiveness' <= 81.26; b'obstacle size' <= 75.32; b'image resolution' > 80.15; 56.79 < b'illuminance' <= 79.46; b'obstacle distance' > 72.25; b'cruise speed' <= 18.23,2,0,0,1,1,0,1,1,1
597,b'smoke intensity' <= 45.55; b'illuminance' > 56.79; b'image resolution' > 58.97; b'obstacle size' > 50.21; b'power' > 76.75; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'power' > 76.75; b'controls responsiveness' > 81.26; b'image resolution' > 80.15; b'obstacle size' <= 75.32; 56.79 < b'illuminance' <= 79.46; b'obstacle distance' > 51.10; b'cruise speed' <= 36.77; 22.73 < b'smoke intensity' <= 45.55; b'power' > 53.00,3,1,1,1,1,0,0,1,1
598,b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26; b'obstacle distance' <= 72.25; b'smoke intensity' <= 67.44; b'controls responsiveness' > 60.79; b'obstacle size' <= 26.12; b'image resolution' > 36.34; b'smoke intensity' <= 67.44; b'cruise speed' <= 36.77; b'power' > 31.00,2,0,1,1,1,0,0,1,1
603,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; 51.10 < b'obstacle distance' <= 72.25; b'power' > 31.00; b'image resolution' <= 80.15; b'firm obstacle' = 1.0; b'controls responsiveness' > 81.26; b'obstacle distance' > 51.10; b'obstacle size' <= 26.12; b'smoke intensity' <= 67.44; 31.00 < b'power' <= 53.00,2,1,0,0,0,1,1,0,0
604,b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; 31.00 < b'power' <= 53.00; b'obstacle distance' <= 72.25; b'obstacle size' <= 75.32; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 50.21; b'illuminance' > 36.76; b'image resolution' > 58.97,2,0,0,1,1,0,0,1,1
605,b'image resolution' > 80.15; b'illuminance' > 56.79; 50.21 < b'obstacle size' <= 75.32; b'power' > 53.00; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'power' > 31.00; 30.09 < b'obstacle distance' <= 72.25; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'image resolution' > 80.15; 56.79 < b'illuminance' <= 79.46; b'obstacle distance' > 30.09; b'power' > 76.75,3,1,1,1,1,0,0,1,1
606,b'firm obstacle' = 1.0; b'power' > 53.00; b'obstacle distance' <= 72.25; b'controls responsiveness' <= 60.79; b'image resolution' <= 80.15; b'power' > 53.00; b'obstacle size' <= 75.32; b'obstacle distance' <= 72.25; b'image resolution' <= 80.15,2,1,0,1,1,0,0,0,0
607,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' > 26.12; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'cruise speed' <= 18.23; b'obstacle size' <= 75.32; b'obstacle distance' > 72.25; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'image resolution' > 58.97; b'obstacle distance' > 72.25,3,1,1,0,0,1,1,1,1
608,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'power' > 31.00; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'cruise speed' <= 36.77; b'power' > 76.75; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 22.73; b'illuminance' <= 79.46; 26.12 < b'obstacle size' <= 75.32; b'image resolution' <= 80.15; b'firm obstacle' = 1.0; 18.23 < b'cruise speed' <= 36.77; 50.21 < b'obstacle size' <= 75.32; 30.09 < b'obstacle distance' <= 72.25; b'power' > 76.75; b'smoke intensity' <= 22.73; b'image resolution' <= 80.15; b'firm obstacle' = 1.0; 50.21 < b'obstacle size' <= 75.32; 18.23 < b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'power' > 53.00; b'smoke intensity' <= 22.73,4,1,1,1,1,1,1,1,1
609,b'image resolution' > 80.15; b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; 30.09 < b'obstacle distance' <= 72.25; b'power' > 53.00; b'cruise speed' > 18.23; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'obstacle distance' > 51.10; b'power' > 31.00; b'obstacle size' > 75.32,2,1,1,1,1,0,0,0,0
